id,compound,formula
LMST04010109,3alpha_11beta_15beta-Trihydroxy-5beta-cholan-24-oic Acid,C24H40O5
LMST04010110,3alpha_12alpha_15alpha-Trihydroxy-5beta-cholan-24-oic Acid,C24H40O5
LMST04010111,3alpha_12alpha_16alpha-Trihydroxy-5beta-cholan-24-oic Acid,C24H40O5
LMST04010112,3alpha_15beta_18-Trihydroxy-5beta-cholan-24-oic Acid,C24H40O5
LMST04010113,(23R)-3alpha_12alpha_23-Trihydroxy-5beta-cholan-24-oic Acid,C24H40O5
LMST04010114,1beta_3alpha_7alpha_12alpha-Tetrahydroxy-5beta-cholan-24-oic Acid,C24H40O6
LMST04010115,2beta_3alpha_7alpha_12alpha-Tetrahydroxy-5beta-cholan-24-oic Acid,C24H40O6
LMST04010116,3alpha_4beta_7alpha_12alpha-Tetrahydroxy-5beta-cholan-24-oic Acid,C24H40O6
LMST04010117,3beta_4beta_7alpha_12alpha-Tetrahydroxy-5beta-cholan-24-oic Acid,C24H40O6
LMST04010118,3alpha_6alpha_7alpha_12alpha-Tetrahydroxy-5beta-cholan-24-oic Acid,C24H40O6
LMST04010119,3alpha_6alpha_7beta_12alpha-Tetrahydroxy-5beta-cholan-24-oic Acid,C24H40O6
LMST04010120,3alpha_6beta_7alpha_12alpha-Tetrahydroxy-5beta-cholan-24-oic Acid,C24H40O6
LMST04010121,3alpha_6beta_7beta_12alpha-Tetrahydroxy-5beta-cholan-24-oic Acid,C24H40O6
LMST04010122,3alpha_6beta_7alpha_12beta-Tetrahydroxy-5beta-cholan-24-oic Acid,C24H40O6
LMST04010123,3alpha_6beta_7beta_12beta-Tetrahydroxy-5beta-cholan-24-oic Acid,C24H40O6
LMST04010124,3alpha_6alpha_7beta_12alpha-Tetrahydroxy-5alpha-cholan-24-oic Acid,C24H40O6
LMST04010125,3alpha_6beta_7beta_12alpha-Tetrahydroxy-5alpha-cholan-24-oic Acid,C24H40O6
LMST04010126,3alpha_7alpha_12alpha_19-Tetrahydroxy-5beta-cholan-24-oic Acid,C24H40O6
LMST04010127,3-Oxo-5beta-cholan-24-oic Acid,C24H38O3
LMST04010128,3-Oxo-5alpha-cholan-24-oic Acid,C24H38O3
LMST04010129,6-Oxo-5beta-cholan-24-oic Acid,C24H38O3
LMST04010130,6-Oxo-5alpha-cholan-24-oic Acid,C24H38O3
LMST04010131,7-Oxo-5beta-cholan-24-oic Acid,C24H38O3
LMST04010132,12-Oxo-5beta-cholan-24-oic Acid,C24H38O3
LMST04010133,12-Oxo-5alpha-cholan-24-oic Acid,C24H38O3
LMST04010134,3_6-Dioxo-5beta-cholan-24-oic Acid,C24H36O4
LMST04010135,3_6-Dioxo-5alpha-cholan-24-oic Acid,C24H36O4
LMST04010136,3_7-Dioxo-5beta-cholan-24-oic Acid,C24H36O4
LMST04010137,3_7-Dioxo-5alpha-cholan-24-oic Acid,C24H36O4
LMST04010138,3_12-Dioxo-5beta-cholan-24-oic Acid,C24H36O4
LMST04010139,3_12-Dioxo-5alpha-cholan-24-oic Acid,C24H36O4
LMST04010140,7_12-Dioxo-5beta-cholan-24-oic Acid,C24H36O4
LMST04010141,7_12-Dioxo-5alpha-cholan-24-oic Acid,C24H36O4
LMST04010142,5beta-Chol-9(11)-en-24-oic Acid,C24H38O2
LMST04010143,5beta-Chol-11-en-24-oic Acid,C24H38O2
LMST04010144,5beta-Chol-14-en-24-oic Acid,C24H38O2
LMST04010145,6alpha_7alpha-Dihydroxy-3-oxo-5beta-cholan-24-oic Acid,C24H38O5
LMST04010146,3alpha-Hydroxy-6-oxo-5beta-cholan-24-oic Acid,C24H38O4
LMST04010147,3beta-Hydroxy-6-oxo-5beta-cholan-24-oic Acid,C24H38O4
LMST04010148,3alpha-Hydroxy-6-oxo-5alpha-cholan-24-oic Acid,C24H38O4
LMST04010149,3beta-Hydroxy-6-oxo-5alpha-cholan-24-oic Acid,C24H38O4
LMST04010150,3alpha-Hydroxy-7-oxo-5beta-cholan-24-oic Acid,C24H38O4
LMST04010151,3beta-Hydroxy-7-oxo-5beta-cholan-24-oic Acid,C24H38O4
LMST04010152,3beta-Hydroxy-7-oxo-5alpha-cholan-24-oic Acid,C24H38O4
LMST04010153,3alpha-Hydroxy-11-oxo-5beta-cholan-24-oic Acid,C24H38O4
LMST04010154,3beta-Hydroxy-11-oxo-5beta-cholan-24-oic Acid,C24H38O4
LMST04010155,3alpha-Hydroxy-12-oxo-5beta-cholan-24-oic Acid,C24H38O4
LMST04010156,3beta-Hydroxy-12-oxo-5beta-cholan-24-oic Acid,C24H38O4
LMST04010157,12beta-Hydroxy-3-oxo-5beta-cholan-24-oic Acid,C24H38O4
LMST04010158,6alpha-Hydroxy-3-oxo-5beta-cholan-24-oic Acid,C24H38O4
LMST04010159,6beta-Hydroxy-3-oxo-5beta-cholan-24-oic Acid,C24H38O4
LMST04010160,6alpha-Hydroxy-3-oxo-5alpha-cholan-24-oic Acid,C24H38O4
LMST04010161,7alpha-Hydroxy-3-oxo-5beta-cholan-24-oic Acid,C24H38O4
LMST04010162,7beta-Hydroxy-3-oxo-5beta-cholan-24-oic Acid,C24H38O4
LMST04010163,7alpha-Hydroxy-3-oxo-5alpha-cholan-24-oic Acid,C24H38O4
LMST04010164,7alpha-Hydroxy-12-oxo-5beta-cholan-24-oic Acid,C24H38O4
LMST04010165,7beta-Hydroxy-12-oxo-5beta-cholan-24-oic Acid,C24H38O4
LMST04010166,7alpha-Hydroxy-12-oxo-5alpha-cholan-24-oic Acid,C24H38O4
LMST04010167,7beta-Hydroxy-12-oxo-5alpha-cholan-24-oic Acid,C24H38O4
LMST04010168,12alpha-Hydroxy-3-oxo-5beta-cholan-24-oic Acid,C24H38O4
LMST04010169,12alpha-Hydroxy-3-oxo-5alpha-cholan-24-oic Acid,C24H38O4
LMST04010170,5beta-Chol-2-en-24-oic Acid,C24H38O2
LMST04010171,12alpha-Hydroxy-7-oxo-5alpha-cholan-24-oic Acid,C24H38O4
LMST04010172,2beta_3beta-Dihydroxy-6-oxo-5alpha-cholan-24-oic Acid,C24H38O5
LMST04010173,3alpha_6alpha-Dihydroxy-7-oxo-5beta-cholan-24-oic Acid,C24H38O5
LMST04010174,3alpha_7alpha-Dihydroxy-6-oxo-5beta-cholan-24-oic Acid,C24H38O5
LMST04010175,3alpha_7beta-Dihydroxy-6-oxo-5alpha-cholan-24-oic Acid,C24H38O5
LMST04010176,3alpha_7alpha-Dihydroxy-12-oxo-5beta-cholan-24-oic Acid,C24H38O5
LMST04010177,3alpha_7beta-Dihydroxy-12-oxo-5beta-cholan-24-oic Acid,C24H38O5
LMST04010178,3beta_7alpha-Dihydroxy-12-oxo-5beta-cholan-24-oic Acid,C24H38O5
LMST04010179,3beta_7beta-Dihydroxy-12-oxo-5beta-cholan-24-oic Acid,C24H38O5
LMST04010180,3alpha_7alpha-Dihydroxy-12-oxo-5alpha-cholan-24-oic Acid,C24H38O5
LMST04010181,3alpha_7beta-Dihydroxy-12-oxo-5alpha-cholan-24-oic Acid,C24H38O5
LMST04010182,3beta_7alpha-Dihydroxy-12-oxo-5alpha-cholan-24-oic Acid,C24H38O5
LMST04010183,3beta_7beta-Dihydroxy-12-oxo-5alpha-cholan-24-oic Acid,C24H38O5
LMST04010184,3alpha_12alpha-Dihydroxy-7-oxo-5beta-cholan-24-oic Acid,C24H38O5
LMST04010185,3beta_12alpha-Dihydroxy-7-oxo-5beta-cholan-24-oic Acid,C24H38O5
LMST04010186,3alpha_12alpha-Dihydroxy-7-oxo-5alpha-cholan-24-oic Acid,C24H38O5
LMST04010187,3beta_12alpha-Dihydroxy-7-oxo-5alpha-cholan-24-oic Acid,C24H38O5
LMST04010188,3alpha_12beta-Dihydroxy-11-oxo-5beta-cholan-24-oic Acid,C24H38O5
LMST04010189,3alpha_12alpha-Dihydroxy-15-oxo-5beta_14beta-cholan-24-oic Acid,C24H38O5
LMST04010190,7alpha_12alpha-Dihydroxy-3-oxo-5beta-cholan-24-oic Acid,C24H38O5
LMST04010191,7alpha_12alpha-Dihydroxy-3-oxo-5alpha-cholan-24-oic Acid,C24H38O5
LMST04010192,3alpha-Hydroxy-7_12-dioxo-5beta-cholan-24-oic Acid,C24H36O5
LMST04010193,3beta-Hydroxy-7_12-dioxo-5beta-cholan-24-oic Acid,C24H36O5
LMST04010194,7alpha-Hydroxy-3_12-dioxo-5beta-cholan-24-oic Acid,C24H36O5
LMST04010195,7beta-Hydroxy-3_12-dioxo-5beta-cholan-24-oic Acid,C24H36O5
LMST04010196,12alpha-Hydroxy-3_7-dioxo-5beta-cholan-24-oic Acid,C24H36O5
LMST04010197,12alpha-Hydroxy-3_7-dioxo-5alpha-cholan-24-oic Acid,C24H36O5
LMST04010198,3alpha-Hydroxychol-4-en-24-oic Acid,C24H38O3
LMST04010199,3beta-Hydroxychol-4-en-24-oic Acid,C24H38O3
LMST04010200,3alpha-Hydroxychol-5-en-24-oic Acid,C24H38O3
LMST04010201,3beta-Hydroxy-chol-5-en-24-oic Acid,C24H38O3
LMST04010202,3alpha-Hydroxy-5beta-chol-6-en-24-oic Acid,C24H38O3
LMST04010203,3beta-Hydroxy-5beta-chol-6-en-24-oic Acid,C24H38O3
LMST04010204,3alpha-Hydroxy-5beta-chol-7-en-24-oic Acid,C24H38O3
LMST04010205,3beta-Hydroxy-5alpha-chol-7-en-24-oic Acid,C24H38O3
LMST04010206,3alpha-Hydroxy-5beta-chol-8-en-24-oic Acid,C24H38O3
LMST04010207,3alpha-Hydroxy-5beta-chol-8(14)-en-24-oic Acid,C24H38O3
LMST04010208,3alpha-Hydroxy-5beta-chol-9(11)-en-24-oic Acid,C24H38O3
LMST04010209,3beta-Hydroxy-5beta-chol-9(11)-en-24-oic Acid,C24H38O3
LMST04010210,3alpha-Hydroxy-5beta-chol-11-en-24-oic Acid,C24H38O3
LMST04010211,3alpha-Hydroxy-5beta-chol-14-en-24-oic Acid,C24H38O3
LMST04010212,7alpha-Hydroxy-5beta-chol-3-en-24-oic Acid,C24H38O3
LMST04010213,12alpha-Hydroxy-5beta-chol-3-en-24-oic Acid,C24H38O3
LMST04010214,3beta_6beta-Dihydroxychol-4-en-24-oic Acid,C24H38O4
LMST04010216,3beta_7alpha-Dihydroxychol-4-en-24-oic Acid,C24H38O4
LMST04010217,3beta_7alpha-Dihydroxychol-5-en-24-oic Acid,C24H38O4
LMST04010218,3beta_7beta-Dihydroxychol-5-en-24-oic Acid,C24H38O4
LMST04010219,3beta_12alpha-Dihydroxychol-5-en-24-oic Acid,C24H38O4
LMST04010220,3alpha_12alpha-Dihydroxy-5beta-chol-6-en-24-oic Acid,C24H38O4
LMST04010221,3alpha_12beta-Dihydroxy-5beta-chol-6-en-24-oic Acid,C24H38O4
LMST04010222,3alpha_12alpha-Dihydroxy-5beta-chol-7-en-24-oic Acid,C24H38O4
LMST04010223,3alpha_12alpha-Dihydroxy-5beta-chol-8-en-24-oic Acid,C24H38O4
LMST04010224,3alpha_12alpha-Dihydroxy-5beta-chol-8(14)-en-24-oic Acid,C24H38O4
LMST04010225,3alpha_12alpha-Dihydroxy-5beta-chol-9(11)-en-24-oic Acid,C24H38O4
LMST04010226,7alpha_12alpha-Dihydroxy-5beta-chol-3-en-24-oic Acid,C24H38O4
LMST04010227,3beta_7alpha_12alpha-Trihydroxychol-5-en-24-oic Acid,C24H38O5
LMST04010228,(22E)-3alpha_7alpha-Dihydroxy-5beta-chol-22-en-24-oic Acid,C24H38O4
LMST04010229,(22E)-3alpha_7beta-Dihydroxy-5beta-chol-22-en-24-oic Acid,C24H38O4
LMST04010230,(22E)-3alpha_12alpha-Dihydroxy-5beta-chol-22-en-24-oic Acid,C24H38O4
LMST04010231,(22E)-3alpha_6beta_7beta-Trihydroxy-5beta-chol-22-en-24-oic Acid,C24H38O5
LMST04010232,(22E)-3alpha_7alpha_12alpha-Trihydroxy-5beta-chol-22-en-24-oic Acid,C24H38O5
LMST04010233,3-Oxochol-4-en-24-oic Acid,C24H36O3
LMST04010234,3-Oxochola-1_4-dien-24-oic Acid,C24H34O3
LMST04010235,3-Oxochola-4_6-dien-24-oic Acid,C24H34O3
LMST04010236,3_12-Dioxochol-4-en-24-oic Acid,C24H34O4
LMST04010237,3alpha-Hydroxy-12-oxo-5beta-chol-9(11)-en-24-oic Acid,C24H36O4
LMST04010238,3beta-Hydroxy-12-oxo-5beta-chol-9(11)-en-24-oic Acid,C24H36O4
LMST04010239,7alpha-Hydroxy-3-oxochol-4-en-24-oic Acid,C24H36O4
LMST04010240,12alpha-Hydroxy-3-oxochol-4-en-24-oic Acid,C24H36O4
LMST04010241,7alpha_12alpha-Dihydroxy-3-oxochol-4-en-24-oic Acid,C24H36O5
LMST04010242,7alpha-Hydroxy-3-oxochola-1_4-dien-24-oic Acid,C24H34O4
LMST04010243,12alpha-Hydroxy-3-oxochola-1_4-dien-24-oic Acid,C24H34O4
LMST04010244,7alpha_12alpha-Dihydroxy-3-oxochola-1_4-dien-24-oic Acid,C24H34O5
LMST04010245,12alpha-Hydroxy-3-oxochola-4_6-dien-24-oic Acid,C24H34O4
LMST04010246,1beta_3alpha_7beta-Trihydroxy-5beta-cholan-24-oic Acid,C24H40O5
LMST04010247,3alpha_5beta_7beta-Trihydroxycholan-24-oic Acid,C24H40O5
LMST04010248,3alpha_7beta_21chi-Trihydroxy-5beta-cholan-24-oic Acid,C24H40O5
LMST04010249,3alpha_7beta_22chi-Trihydroxy-5beta-cholan-24-oic Acid,C24H40O5
LMST04010250,(23R)-3alpha_7beta_23-Trihydroxy-5beta-cholan-24-oic Acid,C24H40O5
LMST04010251,(23S)-3alpha_7beta_23-Trihydroxy-5beta-cholan-24-oic Acid,C24H40O5
LMST04010252,2chi_3alpha_6alpha_7alpha-Tetrahydroxy-5beta-cholan-24-oic Acid,C24H40O6
LMST04010253,3alpha-Hydroxy-11-oxo-5beta-chol-8-en-24-oic Acid,C24H36O4
LMST04010254,(23R)-3alpha_7alpha_12alpha_23-Tetrahydroxy-5beta-cholan-24-oic Acid,C24H40O6
LMST04010255,3alpha_19-Dihydroxy-5beta-cholan-24-oic Acid,C24H40O4
LMST04010256,3alpha_7alpha_19-Trihydroxy-5beta-cholan-24-oic Acid,C24H40O5
LMST04010257,3alpha_12alpha_19-Trihydroxy-5beta-cholan-24-oic Acid,C24H40O5
LMST04010258,1alpha-Hydroxy-3-oxo-5beta-cholan-24-oic Acid,C24H38O4
LMST04010259,1_3_7-Trioxo-5beta-cholan-24-oic Acid,C24H34O5
LMST04010260,3_12_15-Trioxo-5beta-cholan-24-oic Acid,C24H34O5
LMST04010261,(23S)-3alpha_7alpha_12alpha_23-Tetrahydroxy-5beta-cholan-24-oic Acid,C24H40O6
LMST04010262,3alpha_7beta_12alpha-Trihydroxy-6-oxo-5alpha-cholan-24-oic Acid,C24H38O6
LMST04010263,5beta-Chol-3-en-24-oic Acid,C24H38O2
LMST04010264,Chol-4-en-24-oic Acid,C24H38O2
LMST04010265,Chol-5-en-24-oic Acid,C24H38O2
LMST04010266,5beta-Chol-6-en-24-oic Acid,C24H38O2
LMST04010267,5beta-Chol-7-en-24-oic Acid,C24H38O2
LMST04010268,5beta-Chol-8-en-24-oic Acid,C24H38O2
LMST04010269,5beta-Chol-8(14)-en-24-oic Acid,C24H38O2
LMST04010270,7-Oxo-5alpha-cholan-24-oic Acid,C24H38O3
LMST04010271,6beta_12alpha-Dihydroxy-3-oxochol-4-en-24-oic Acid,C24H36O5
LMST04010272,6beta_12alpha-Dihydroxy-3-oxo-5beta-cholan-24-oic Acid,C24H38O5
LMST04010273,6alpha_12alpha-Dihydroxy-3-oxo-5beta-cholan-24-oic Acid,C24H38O5
LMST04010274,3alpha_6alpha_12alpha-Trihydroxy-7-oxo-5beta-cholan-24-oic Acid,C24H38O6
LMST04010275,3-Oxo-5beta-chol-1-en-24-oic Acid,C24H36O3
LMST04010276,3alpha-Hydroxy-1_7-dioxo-5beta-cholan-24-oic Acid,C24H36O5
LMST04010277,1_7-Dioxo-5beta-chol-2-en-24-oic Acid,C24H34O4
LMST04010278,7alpha-Hydroxy-5beta-chol-2-en-24-oic Acid,C24H38O3
LMST04010279,3alpha_7alpha-Dihydroxychol-5-en-24-oic Acid,C24H38O4
LMST04010280,3alpha_7beta-Dihydroxychol-5-en-24-oic Acid,C24H38O4
LMST04010281,3_12-Dioxochola-1_4-dien-24-oic Acid,C24H32O4
LMST04010282,7beta-Hydroxy-3-oxochola-1_4-dien-24-oic Acid,C24H34O4
LMST04010283,6alpha-Hydroxy-3-oxochola-1_4-dien-24-oic Acid,C24H34O4
LMST04010284,3alpha_7alpha-Dihydroxy-5beta-chol-11-en-24-oic Acid,C24H38O4
LMST04010285,(23S)-3alpha_12alpha_23-Trihydroxy-5beta-cholan-24-oic Acid,C24H40O5
LMST04010286,3beta-Hydroxy-5beta-chol-1-en-24-oic Acid,C24H38O3
LMST04010287,(22E)-3beta-Hydroxy-5alpha-chola-7_22-dien-24-oic Acid,C24H36O3
LMST04010288,3alpha_11beta-Dihydroxy-5beta-cholan-24-oic Acid,C24H40O4
LMST04010289,11-Oxo-5beta-cholan-24-oic Acid,C24H38O3
LMST04010290,3_11-Dioxo-5beta-cholan-24-oic Acid,C24H36O4
LMST04010291,3alpha_9alpha-Dihydroxy-11-oxo-5beta-cholan-24-oic Acid,C24H38O5
LMST04010292,3beta_9alpha-Dihydroxy-11-oxo-5beta-cholan-24-oic Acid,C24H38O5
LMST04010293,3-Oxo-5beta-chol-9(11)-en-24-oic Acid,C24H36O3
LMST04010294,2beta_3alpha_7alpha_12alpha-Tetrahydroxy-5alpha-cholan-24-oic Acid,C24H40O6
LMST04010295,3_12-Dioxo-5beta-chol-14-en-24-oic Acid,C24H34O4
LMST04010296,3-Oxo-5beta-chol-14-en-24-oic Acid,C24H36O3
LMST04010297,3-Oxo-5beta-chol-7-en-24-oic Acid,C24H36O3
LMST04010298,3alpha_7beta-Dihydroxy-5beta-chol-11-en-24-oic Acid,C24H38O4
LMST04010299,3alpha-Hydroxy-5beta-chola-8_14-dien-24-oic Acid,C24H36O3
LMST04010300,3alpha_12alpha_15beta-Trihydroxy-5beta-cholan-24-oic Acid,C24H40O5
LMST04010301,5alpha-Cholane-3alpha_7alpha_12alpha_24-tetrol,C24H42O4
LMST04010302,5beta-Cholane-3alpha_7alpha_12alpha_24-tetrol,C24H42O4
LMST04010303,5beta-Cholane-3alpha_7alpha_23_24-tetrol,C24H42O4
LMST04010307,3alpha_7alpha_12alpha-Trihydroxy-5alpha-chol-22-en-24-oic acid,C24H38O5
LMST04010308,3alpha_7alpha_12alpha-Trihydroxy-5alpha-cholan-24-al,C24H40O4
LMST04010309,3alpha_7alpha_12alpha-Trihydroxy-5beta-cholan-24-al,C24H40O4
LMST04010310,5beta-Cholane-3alpha_6alpha_24-triol,C24H42O3
LMST04010311,5beta-Cholane-3alpha_7alpha_12alpha-triol,C24H42O3
LMST04010312,5beta-Cholane-3alpha_7alpha_24-triol,C24H42O3
LMST04010313,5beta-Cholane-3alpha_7beta_24-triol,C24H42O3
LMST04010314,5beta-Cholane-3alpha_12alpha_24-triol,C24H42O3
LMST04010315,3alpha_7alpha-Dihydroxy-5beta-cholan-24-al,C24H40O3
LMST04010316,5beta-Cholane-3alpha_24-diol,C24H42O2
LMST04010317,2beta_3beta-Dihydroxy-6-oxo-5alpha-chol-7-en-24-oic Acid,C24H36O5
LMST04010318,(20S_22E)-3beta-Hydroxychola-5_16_22-trien-24-oic Acid,C24H34O3
LMST04010319,3alpha-Hydroxy-5beta_14beta-chol-8-en-24-oic Acid,C24H38O3
LMST04010320,(20S_22E)-3beta-Hydroxychola-5_22-dien-24-oic Acid,C24H36O3
LMST04010321,(22E)-3beta-Hydroxychola-5_22-dien-24-oic Acid,C24H36O3
LMST04010322,(20S)-3beta-Hydroxychol-5-en-24-oic Acid,C24H38O3
LMST04010323,(20S)-3beta-Hydroxy-5alpha-cholan-24-oic Acid,C24H40O3
LMST04010324,(20S_22E)-3beta-Hydroxy-5alpha-chol-22-en-24-oic Acid,C24H38O3
LMST04010325,3_12-Dioxochola-1_4_9(11)-trien-24-oic Acid,C24H30O4
LMST04010326,5beta-Chola-8(14)_11-dien-24-oic Acid,C24H36O2
LMST04010327,5beta-Chola-3_8(14)_11-trien-24-oic Acid,C24H34O2
LMST04010328,5beta-Chola-7_9(11)-dien-24-oic Acid,C24H36O2
LMST04010329,3alpha-Hydroxy-5beta-chola-8(14)_11-dien-24-oic Acid,C24H36O3
LMST04010330,3alpha-Hydroxy-5beta-chola-7_9(11)-dien-24-oic Acid,C24H36O3
LMST04010331,3-Oxo-5beta-chola-8(14)_11-dien-24-oic Acid,C24H34O3
LMST04010332,3-Oxo-5beta-chola-7_9(11)-dien-24-oic Acid,C24H34O3
LMST04010333,3-Oxo-5beta-chola-7_11-dien-24-oic Acid,C24H34O3
LMST04010334,3alpha-Hydroxy-5alpha-chol-6-en-24-oic Acid,C24H38O3
LMST04010335,3beta-Hydroxy-19-oxochol-5-en-24-oic Acid,C24H36O4
LMST04010336,3alpha_11-Dihydroxy-12-oxo-5beta-chol-9(11)-en-24-oic Acid,C24H36O5
LMST04010337,3alpha_11alpha-Dihydroxy-12-oxo-5beta-cholan-24-oic Acid,C24H38O5
LMST04010338,3alpha_11beta-Dihydroxy-12-oxo-5beta-cholan-24-oic Acid,C24H38O5
LMST04010339,3beta_5alpha_6beta-Trihydroxycholan-24-oic Acid,C24H40O5
LMST04010340,(22E)-3beta-Hydroxy-5alpha-chola-16_22-dien-24-oic Acid,C24H36O3
LMST04010341,(22E)-3beta-Hydroxychola-5_16_22-trien-24-oic Acid,C24H34O3
LMST04010342,(22E)-1alpha_3beta-Dihydroxychola-5_16_22-trien-24-oic Acid,C24H34O4
LMST04010343,15alpha-Hydroxy-5beta-cholan-24-oic Acid,C24H40O3
LMST04010344,15-Oxo-5beta-cholan-24-oic Acid,C24H38O3
LMST04010345,3_7_23-Trioxo-5beta-cholan-24-oic Acid,C24H34O5
LMST04010346,(23R)-23-Hydroxy-3_7-dioxo-5beta-cholan-24-oic Acid,C24H36O5
LMST04010347,3alpha_12alpha-Dihydroxy-5beta-chol-14-en-24-oic Acid,C24H38O4
LMST04010348,3alpha_12alpha-Dihydroxy-5beta-chola-7_14-dien-24-oic Acid,C24H36O4
LMST04010349,3alpha_12alpha-Dihydroxy-5beta-chola-8_14-dien-24-oic Acid,C24H36O4
LMST04010350,3alpha-Hydroxy-7-oxo-5beta-chol-11-en-24-oic Acid,C24H36O4
LMST04010351,3_12-Dioxo-5beta-chol-6-en-24-oic Acid,C24H34O4
LMST04010352,6beta_7alpha-Dihydroxy-5beta-cholan-24-oic Acid,C24H40O4
LMST04010353,6beta_7beta-Dihydroxy-5beta-cholan-24-oic Acid,C24H40O4
LMST04010354,3alpha_7alpha-Dihydroxy-11-oxo-5beta-cholan-24-oic Acid,C24H38O5
LMST04010357,3alpha_12alpha-Dihydroxy-15-oxo-5beta-chol-8(14)-en-24-oic Acid,C24H36O5
LMST04010358,3alpha_12alpha_15beta-Trihydroxy-5beta-chol-8(14)-en-24-oic Acid,C24H38O5
LMST04010359,3alpha-Hydroxy-12-oxo-5beta-chol-7-en-24-oic Acid,C24H36O4
LMST04010360,3_12-Dioxo-5beta-chol-7-en-24-oic Acid,C24H34O4
LMST04010361,7_12-Dioxochol-5-en-24-oic Acid,C24H34O4
LMST04010362,3_7_12-Trioxo-5beta-chol-1-en-24-oic Acid,C24H32O5
LMST04010363,3_7_12-Trioxochol-4-en-24-oic Acid,C24H32O5
LMST04010364,3_7_12-Trioxochol-5-en-24-oic Acid,C24H32O5
LMST04010365,3_7_12-Trioxochola-1_4-dien-24-oic Acid,C24H30O5
LMST04010366,3_7_12-Trioxochola-1_5-dien-24-oic Acid,C24H30O5
LMST04010367,3alpha_12beta-Dihydroxy-5beta-chol-9(11)-en-24-oic Acid,C24H38O4
LMST04010368,3alpha_11alpha-Dihydroxy-5beta-cholan-24-oic Acid,C24H40O4
LMST04010369,12alpha-Hydroxy-3-oxo-5beta-chol-9(11)-en-24-oic Acid,C24H36O4
LMST04010370,3alpha_11alpha_12alpha-Trihydroxy-5beta-cholan-24-oic Acid,C24H40O5
LMST04010371,3alpha_11alpha_12beta-Trihydroxy-5beta-cholan-24-oic Acid,C24H40O5
LMST04010372,3alpha_11beta_12alpha-Trihydroxy-5beta-cholan-24-oic Acid,C24H40O5
LMST04010373,3alpha_11beta_12beta-Trihydroxy-5beta-cholan-24-oic Acid,C24H40O5
LMST04010374,3alpha_12alpha-Dihydroxy-11-oxo-5beta-cholan-24-oic Acid,C24H38O5
LMST04010375,3_7_12-trioxo-5alpha-cholan-24-oic Acid,C24H34O5
LMST04010376,3-Oxo-5beta-chol-8-en-24-oic Acid,C24H36O3
LMST04010377,3-Oxo-5beta-chol-8(14)-en-24-oic Acid,C24H36O3
LMST04010379,3-Oxo-5beta-chol-6-en-24-oic Acid,C24H36O3
LMST04010380,3alpha-Hydroxy-12-oxo-5beta-chol-8-en-24-oic Acid,C24H36O4
LMST04010381,3alpha-Hydroxy-12-oxo-5beta-chol-8(14)-en-24-oic Acid,C24H36O4
LMST04010382,3_12-Dioxo-5beta-chol-8(14)-en-24-oic Acid,C24H34O4
LMST04010383,3alpha_7alpha_12beta-Trihydroxy-11-oxo-5beta-cholan-24-oic Acid,C24H38O6
LMST04010384,3alpha-Hydroxy-12-oxo-5beta-chola-7_9(11)-dien-24-oic Acid,C24H34O4
LMST04010385,3alpha-Hydroxy-12-oxo-5alpha-cholan-24-oic Acid,C24H38O4
LMST04010386,11beta_12beta-Dihydroxy-5beta-cholan-24-oic Acid,C24H40O4
LMST04010387,3alpha-Hydroxy-12-oxo-5beta-chol-6-en-24-oic Acid,C24H36O4
LMST04010388,5beta-Chola-3_11-dien-24-oic Acid,C24H36O2
LMST04010389,3beta-Hydroxy-11-oxo-5beta-chol-8-en-24-oic Acid,C24H36O4
LMST04010390,3alpha-Hydroxy-11_12-dioxo-5beta-cholan-24-oic Acid,C24H36O5
LMST04010391,7alpha-Hydroxy-3_12-dioxochola-1_4-dien-24-oic Acid,C24H32O5
LMST04010392,3alpha-Hydroxy-15-oxo-5beta-chol-8-en-24-oic Acid,C24H36O4
LMST04010393,12alpha-Hydroxy-3-oxochola-1_4_6-trien-24-oic Acid,C24H32O4
LMST04010394,3beta-Hydroxy-7-oxochol-5-en-24-oic Acid,C24H36O4
LMST04010395,7alpha_12alpha-Dihydroxy-5beta-chol-2-en-24-oic Acid,C24H38O4
LMST04010396,3_12-Dioxochola-4_6-dien-24-oic Acid,C24H32O4
LMST04010397,11beta-Hydroxy-5beta-cholan-24-oic Acid,C24H40O3
LMST04010398,12alpha-Hydroxy-7-oxo-5beta-cholan-24-oic Acid,C24H38O4
LMST04010399,12beta-Hydroxy-3-oxochol-4-en-24-oic Acid,C24H36O4
LMST04010400,3alpha_12alpha-Dihydroxy-5beta-chola-7_9(11)-dien-24-oic Acid,C24H36O4
LMST04010401,3alpha_12beta-Dihydroxy-5beta-chola-7_9(11)-dien-24-oic Acid,C24H36O4
LMST04010402,3alpha_7alpha_12alpha-Trihydroxy-5beta-chol-9(11)-en-24-oic Acid,C24H38O5
LMST04010403,3alpha_7alpha_12beta-Trihydroxy-5beta-chol-9(11)-en-24-oic Acid,C24H38O5
LMST04010404,3beta_19-Dihydroxychol-5-en-24-oic Acid,C24H38O4
LMST04010405,3alpha_12alpha-Dihydroxy-6-oxo-5beta-chol-7-en-24-oic Acid,C24H36O5
LMST04010406,6alpha-Hydroxy-3-oxochol-4-en-24-oic Acid,C24H36O4
LMST04010407,(22E)-12alpha-Hydroxy-3-oxochola-1_4_22-trien-24-oic Acid,C24H32O4
